549	4095	545	4095	556	4095	558	4095	0
547	4094	544	4094	555	4094	557	4094	0
550	4093	547	4093	557	4093	560	4093	0
548	4092	545	4092	556	4092	559	4092	0
549	4091	546	4091	557	4091	559	4091	0
550	4090	546	4090	558	4090	560	4090	0
550	4089	547	4089	558	4089	561	4089	0
548	4088	545	4088	556	4088	559	4088	0
549	4087	546	4087	557	4087	559	4087	0
548	4086	545	4086	556	4086	559	4086	0
551	4085	547	4085	559	4085	561	4085	0
551	4084	548	4084	559	4084	561	4084	0
549	4083	546	4083	556	4083	559	4083	0
548	4082	545	4082	556	4082	559	4082	0
550	4081	547	4081	558	4081	560	4081	0
547	4080	544	4080	556	4080	558	4080	0
548	4079	545	4079	557	4079	559	4079	0
548	4078	545	4078	556	4078	558	4078	0
548	4077	546	4077	557	4077	559	4077	0
549	4076	546	4076	556	4076	559	4076	0
550	4075	547	4075	558	4075	560	4075	0
549	4074	545	4074	557	4074	559	4074	0
550	4073	546	4073	558	4073	560	4073	0
550	4072	547	4072	558	4072	560	4072	0
549	4071	546	4071	556	4071	559	4071	0
550	4070	547	4070	558	4070	560	4070	0
549	4069	546	4069	557	4069	560	4069	0
548	4068	546	4068	557	4068	559	4068	0
549	4067	546	4067	557	4067	560	4067	0
550	4066	547	4066	557	4066	560	4066	0
549	4065	545	4065	557	4065	559	4065	0
550	4064	546	4064	557	4064	559	4064	0
548	4063	545	4063	556	4063	559	4063	0
549	4062	546	4062	557	4062	559	4062	0
550	4061	547	4061	558	4061	560	4061	0
550	4060	547	4060	558	4060	560	4060	0
547	4059	544	4059	556	4059	558	4059	0
549	4058	546	4058	557	4058	559	4058	0
549	4057	545	4057	556	4057	559	4057	0
548	4056	545	4056	556	4056	559	4056	0
548	4055	545	4055	556	4055	558	4055	0
550	4054	547	4054	558	4054	561	4054	0
550	4053	547	4053	558	4053	560	4053	0
548	4052	545	4052	556	4052	559	4052	0
549	4051	545	4051	557	4051	559	4051	0
549	4050	547	4050	558	4050	560	4050	0
550	4049	547	4049	558	4049	561	4049	0
549	4048	546	4048	557	4048	560	4048	0
548	4047	546	4047	557	4047	559	4047	0
549	4046	546	4046	557	4046	560	4046	0
549	4045	545	4045	557	4045	559	4045	0
551	4044	547	4044	558	4044	561	4044	0
549	4043	546	4043	556	4043	559	4043	0
549	4042	545	4042	557	4042	559	4042	0
549	4041	546	4041	558	4041	560	4041	0
550	4040	547	4040	558	4040	560	4040	0
550	4039	547	4039	558	4039	561	4039	0
549	4038	547	4038	558	4038	560	4038	0
548	4037	545	4037	556	4037	558	4037	0
548	4036	544	4036	555	4036	558	4036	0
548	4035	546	4035	557	4035	560	4035	0
550	4034	547	4034	559	4034	562	4034	0
550	4033	547	4033	558	4033	561	4033	0
549	4032	546	4032	557	4032	559	4032	0
548	4031	544	4031	556	4031	558	4031	0
550	4030	546	4030	558	4030	560	4030	0
548	4029	545	4029	556	4029	558	4029	0
550	4028	547	4028	558	4028	560	4028	0
549	4027	546	4027	556	4027	559	4027	0
548	4026	546	4026	557	4026	559	4026	0
549	4025	546	4025	557	4025	560	4025	0
548	4024	545	4024	556	4024	558	4024	0
550	4023	547	4023	557	4023	560	4023	0
548	4022	544	4022	556	4022	558	4022	0
550	4021	547	4021	558	4021	560	4021	0
550	4020	546	4020	558	4020	560	4020	0
550	4019	547	4019	558	4019	560	4019	0
548	4018	545	4018	557	4018	559	4018	0
549	4017	546	4017	557	4017	560	4017	0
548	4016	545	4016	556	4016	559	4016	0
547	4015	544	4015	556	4015	558	4015	0
548	4014	546	4014	557	4014	559	4014	0
549	4013	546	4013	557	4013	560	4013	0
550	4012	547	4012	558	4012	560	4012	0
549	4011	545	4011	557	4011	559	4011	0
548	4010	545	4010	556	4010	558	4010	0
549	4009	546	4009	557	4009	559	4009	0
550	4008	547	4008	558	4008	561	4008	0
551	4007	547	4007	558	4007	561	4007	0
548	4006	545	4006	556	4006	558	4006	0
550	4005	547	4005	558	4005	561	4005	0
548	4004	545	4004	557	4004	559	4004	0
550	4003	546	4003	558	4003	560	4003	0
549	4002	545	4002	557	4002	559	4002	0
549	4001	545	4001	557	4001	559	4001	0
549	4000	545	4000	556	4000	558	4000	0
549	3999	545	3999	557	3999	559	3999	0
551	3998	548	3998	559	3998	561	3998	0
551	3997	547	3997	558	3997	561	3997	0
548	3996	545	3996	556	3996	559	3996	0
549	3995	545	3995	557	3995	559	3995	0
548	3994	544	3994	555	3994	558	3994	0
549	3993	544	3993	556	3993	559	3993	0
549	3992	546	3992	557	3992	559	3992	0
549	3991	546	3991	557	3991	560	3991	0
548	3990	544	3990	556	3990	558	3990	0
550	3989	547	3989	558	3989	561	3989	0
550	3988	547	3988	558	3988	561	3988	0
550	3987	546	3987	558	3987	560	3987	0
547	3986	544	3986	555	3986	558	3986	0
550	3985	546	3985	558	3985	560	3985	0
547	3984	544	3984	556	3984	558	3984	0
551	3983	548	3983	558	3983	561	3983	0
550	3982	547	3982	558	3982	561	3982	0
549	3981	546	3981	557	3981	559	3981	0
548	3980	545	3980	556	3980	558	3980	0
548	3979	545	3979	556	3979	558	3979	0
550	3978	548	3978	558	3978	561	3978	0
549	3977	546	3977	558	3977	560	3977	0
550	3976	547	3976	557	3976	560	3976	0
549	3975	546	3975	557	3975	559	3975	0
550	3974	547	3974	558	3974	561	3974	0
550	3973	547	3973	557	3973	560	3973	0
549	3972	546	3972	557	3972	558	3972	0
550	3971	547	3971	558	3971	561	3971	0
549	3970	546	3970	556	3970	559	3970	0
549	3969	546	3969	557	3969	559	3969	0
549	3968	546	3968	557	3968	560	3968	0
550	3967	547	3967	558	3967	560	3967	0
549	3966	545	3966	556	3966	559	3966	0
549	3965	546	3965	558	3965	560	3965	0
550	3964	548	3964	558	3964	561	3964	0
549	3963	546	3963	558	3963	560	3963	0
548	3962	545	3962	556	3962	558	3962	0
549	3961	546	3961	557	3961	559	3961	0
549	3960	546	3960	558	3960	560	3960	0
551	3959	547	3959	559	3959	561	3959	0
549	3958	545	3958	557	3958	559	3958	0
550	3957	547	3957	558	3957	561	3957	0
549	3956	546	3956	558	3956	560	3956	0
549	3955	546	3955	557	3955	559	3955	0
549	3954	546	3954	558	3954	560	3954	0
549	3953	546	3953	557	3953	559	3953	0
550	3952	547	3952	558	3952	560	3952	0
549	3951	545	3951	557	3951	559	3951	0
549	3950	545	3950	557	3950	560	3950	0
550	3949	547	3949	558	3949	560	3949	0
549	3948	546	3948	557	3948	559	3948	0
549	3947	546	3947	557	3947	559	3947	0
548	3946	545	3946	556	3946	559	3946	0
548	3945	545	3945	556	3945	559	3945	0
550	3944	546	3944	557	3944	560	3944	0
548	3943	545	3943	556	3943	559	3943	0
549	3942	546	3942	557	3942	559	3942	0
550	3941	547	3941	558	3941	560	3941	0
549	3940	546	3940	557	3940	559	3940	0
548	3939	545	3939	555	3939	558	3939	0
549	3938	545	3938	556	3938	559	3938	0
550	3937	547	3937	558	3937	560	3937	0
549	3936	546	3936	558	3936	560	3936	0
550	3935	547	3935	558	3935	560	3935	0
549	3934	545	3934	557	3934	559	3934	0
549	3933	547	3933	557	3933	560	3933	0
550	3932	547	3932	558	3932	560	3932	0
549	3931	546	3931	557	3931	560	3931	0
548	3930	544	3930	556	3930	558	3930	0
548	3929	546	3929	557	3929	559	3929	0
550	3928	547	3928	558	3928	560	3928	0
548	3927	544	3927	557	3927	558	3927	0
548	3926	545	3926	557	3926	559	3926	0
550	3925	546	3925	557	3925	559	3925	0
548	3924	545	3924	556	3924	558	3924	0
549	3923	546	3923	557	3923	560	3923	0
549	3922	545	3922	557	3922	559	3922	0
549	3921	545	3921	556	3921	559	3921	0
549	3920	545	3920	557	3920	559	3920	0
548	3919	545	3919	555	3919	558	3919	0
548	3918	544	3918	556	3918	558	3918	0
550	3917	546	3917	557	3917	560	3917	0
551	3916	547	3916	559	3916	561	3916	0
550	3915	546	3915	558	3915	560	3915	0
548	3914	545	3914	557	3914	559	3914	0
548	3913	544	3913	555	3913	558	3913	0
548	3912	545	3912	556	3912	558	3912	0
547	3911	544	3911	556	3911	558	3911	0
550	3910	547	3910	558	3910	560	3910	0
549	3909	545	3909	557	3909	559	3909	0
548	3908	545	3908	556	3908	558	3908	0
548	3907	546	3907	557	3907	558	3907	0
550	3906	546	3906	558	3906	560	3906	0
549	3905	544	3905	556	3905	558	3905	0
550	3904	547	3904	558	3904	560	3904	0
549	3903	546	3903	557	3903	560	3903	0
549	3902	546	3902	557	3902	559	3902	0
550	3901	547	3901	558	3901	560	3901	0
549	3900	545	3900	557	3900	559	3900	0
548	3899	545	3899	556	3899	558	3899	0
548	3898	545	3898	556	3898	558	3898	0
549	3897	545	3897	556	3897	558	3897	0
550	3896	546	3896	558	3896	560	3896	0
549	3895	545	3895	557	3895	559	3895	0
548	3894	544	3894	556	3894	558	3894	0
549	3893	546	3893	558	3893	560	3893	0
548	3892	545	3892	556	3892	558	3892	0
550	3891	547	3891	558	3891	560	3891	0
548	3890	544	3890	556	3890	558	3890	0
549	3889	545	3889	557	3889	559	3889	0
551	3888	547	3888	558	3888	561	3888	0
549	3887	546	3887	558	3887	560	3887	0
548	3886	544	3886	556	3886	558	3886	0
550	3885	547	3885	558	3885	560	3885	0
549	3884	545	3884	557	3884	559	3884	0
548	3883	545	3883	556	3883	558	3883	0
550	3882	546	3882	558	3882	560	3882	0
