400	3176	396	3156	409	3242	408	3249	0
400	3172	394	3145	408	3235	408	3244	0
402	3194	397	3167	410	3253	411	3265	0
401	3184	396	3160	409	3244	409	3258	0
401	3183	397	3161	410	3249	409	3256	0
401	3182	397	3161	409	3245	409	3255	0
402	3186	397	3164	410	3249	410	3258	0
402	3189	397	3165	410	3252	410	3261	0
399	3167	394	3142	407	3231	407	3239	0
400	3176	396	3153	408	3238	408	3247	0
400	3177	396	3155	408	3239	408	3248	0
402	3188	397	3164	410	3251	410	3259	0
400	3170	394	3144	407	3229	407	3241	0
401	3179	396	3153	409	3242	409	3250	0
401	3176	396	3157	409	3241	409	3255	0
400	3171	395	3151	408	3233	408	3245	0
401	3184	397	3161	409	3246	409	3255	0
399	3167	394	3141	407	3226	407	3237	0
399	3169	394	3144	408	3232	407	3240	0
399	3171	395	3147	408	3234	408	3244	0
401	3179	396	3158	409	3243	409	3251	0
401	3185	397	3162	409	3247	409	3256	0
400	3176	395	3151	408	3238	408	3247	0
401	3184	396	3160	409	3246	409	3254	0
400	3175	395	3149	407	3233	408	3247	0
401	3186	396	3162	410	3246	409	3253	0
400	3178	396	3155	409	3242	408	3249	0
399	3168	395	3147	408	3231	408	3242	0
401	3177	396	3155	408	3239	409	3249	0
401	3180	396	3159	409	3245	409	3254	0
400	3173	396	3153	408	3235	408	3245	0
401	3182	397	3160	410	3245	409	3254	0
402	3186	397	3163	410	3250	409	3257	0
400	3173	395	3144	408	3232	408	3242	0
401	3187	397	3165	410	3248	410	3259	0
400	3174	395	3147	407	3234	407	3244	0
402	3190	398	3169	410	3251	410	3260	0
399	3167	394	3141	407	3230	408	3238	0
401	3179	396	3153	408	3238	408	3249	0
401	3182	396	3160	409	3242	408	3249	0
401	3183	396	3159	409	3244	409	3255	0
402	3186	397	3166	410	3248	410	3261	0
399	3165	394	3141	407	3228	407	3239	0
400	3178	396	3154	409	3239	408	3248	0
399	3164	393	3135	407	3225	407	3237	0
400	3173	395	3146	408	3236	408	3245	0
401	3182	397	3156	409	3242	409	3252	0
400	3171	395	3146	408	3233	408	3247	0
402	3185	397	3161	410	3249	409	3255	0
402	3186	397	3162	410	3249	410	3260	0
401	3184	397	3161	410	3250	410	3256	0
401	3183	396	3157	409	3244	409	3254	0
400	3175	395	3151	408	3236	409	3248	0
402	3191	398	3170	410	3255	410	3264	0
401	3183	397	3160	410	3247	410	3259	0
400	3173	395	3145	408	3235	408	3246	0
400	3173	395	3150	408	3236	408	3247	0
401	3184	397	3159	409	3245	409	3255	0
400	3175	396	3155	409	3239	408	3250	0
402	3183	396	3159	409	3244	409	3253	0
400	3174	395	3151	408	3234	408	3247	0
400	3177	395	3152	409	3240	408	3246	0
401	3185	397	3162	409	3249	410	3258	0
401	3183	396	3157	409	3241	409	3255	0
400	3172	395	3148	408	3235	408	3242	0
