1117	1123	1105	1079	46
1117	1123	1105	1078	7848
1117	1123	1105	1078	7854
1116	1122	1104	1078	7910
1116	1122	1105	1077	7912
1117	1123	1105	1078	7973
1117	1122	1104	1078	7976
1117	1123	1104	1078	7980
1116	1122	1105	1077	8037
1116	1122	1104	1077	8047
1116	1122	1104	1078	8106
1117	1122	1105	1078	8169
1117	1123	1105	1078	8226
1116	1122	1104	1077	8284
1116	1122	1104	1078	8345
1117	1123	1105	1079	8405
1116	1122	1104	1077	8476
1117	1123	1105	1078	8536
1117	1123	1106	1079	8541
1117	1122	1104	1078	8543
1115	1121	1104	1076	8603
1116	1122	1104	1078	8665
1117	1122	1105	1078	8726
1116	1122	1104	1078	8731
1117	1123	1105	1079	8790
1117	1123	1106	1079	8857
1116	1122	1104	1078	8920
1115	1121	1103	1077	8971
1116	1122	1103	1077	9017
1116	1122	1104	1078	9084
1117	1123	1105	1079	9145
1114	1121	1103	1077	9149
1116	1122	1105	1078	9205
1117	1123	1105	1078	9277
1117	1122	1105	1078	9280
1116	1122	1104	1078	9342
1117	1123	1105	1078	9348
1116	1123	1104	1078	9408
1116	1122	1104	1078	9466
1117	1122	1104	1078	9520
1115	1121	1104	1077	9570
1116	1122	1104	1078	9579
1116	1122	1104	1077	9634
1115	1122	1104	1077	9640
1116	1122	1104	1077	9694
1116	1122	1104	1078	9702
1116	1122	1104	1078	9759
1117	1122	1105	1078	9764
1117	1123	1105	1079	9768
1115	1121	1103	1077	9825
1116	1122	1104	1078	9891
1116	1121	1104	1078	9950
1116	1122	1104	1077	9953
1115	1121	1103	1076	9958
1116	1122	1104	1077	10013
1116	1122	1104	1077	10021
1117	1123	1105	1079	10075
1116	1121	1104	1077	10126
1116	1122	1104	1078	10184
1116	1122	1105	1078	10189
1116	1122	1104	1077	10248
1116	1122	1104	1078	10254
1116	1122	1104	1078	10313
1117	1123	1105	1078	10317
1117	1123	1105	1079	10377
1115	1122	1103	1077	10431
1118	1123	1105	1079	10499
1115	1121	1104	1076	10503
1116	1122	1104	1077	10562
1117	1123	1104	1078	10567
1116	1122	1104	1078	10628
1116	1122	1104	1077	10692
1117	1122	1105	1078	10699
1117	1123	1105	1078	10755
1116	1122	1104	1078	10819
1117	1123	1104	1078	10883
1116	1121	1104	1077	10888
1117	1123	1105	1078	10952
1116	1122	1104	1078	10955
1115	1121	1103	1076	11036
1117	1123	1104	1078	11091
1118	1123	1105	1079	11153
1116	1122	1105	1078	11218
1115	1121	1103	1077	11279
1116	1122	1104	1078	11346
1116	1121	1104	1077	11407
1116	1122	1104	1078	11412
1116	1123	1104	1078	11470
1117	1123	1105	1078	11520
1118	1124	1105	1079	11524
1116	1123	1104	1078	11584
1117	1123	1105	1078	11646
1116	1123	1105	1078	11706
1117	1123	1104	1078	11709
1116	1122	1104	1077	11770
1116	1122	1103	1076	11773
1117	1123	1105	1078	11832
1116	1122	1104	1077	11836
1117	1123	1104	1078	11897
1116	1122	1103	1078	11952
1117	1122	1104	1077	12015
1117	1122	1105	1077	12019
1117	1124	1105	1079	12077
1116	1122	1104	1077	12138
1116	1123	1104	1078	12198
1117	1123	1105	1078	12248
1117	1123	1105	1078	12304
1118	1123	1105	1079	12311
1117	1122	1104	1078	12368
1116	1122	1105	1078	12372
1116	1122	1104	1077	12431
1117	1123	1105	1078	12441
1117	1123	1105	1078	12499
1117	1123	1105	1079	12561
1117	1123	1105	1078	12564
1117	1123	1105	1078	12626
1118	1124	1106	1079	12689
1117	1123	1105	1078	12838
1116	1123	1105	1077	12892
1116	1122	1104	1078	12898
1117	1123	1105	1078	12955
1116	1123	1105	1078	13010
1116	1121	1104	1077	13016
1117	1123	1105	1078	13074
1117	1123	1105	1079	13128
1116	1122	1104	1077	13181
1117	1122	1104	1077	13185
1117	1123	1105	1078	13188
1117	1123	1105	1078	13244
1117	1122	1105	1078	13307
1117	1123	1105	1078	13311
1116	1122	1104	1077	13361
