1248	4095	1250	4095	1253	4095	1266	4095	0
1247	4094	1249	4094	1253	4094	1265	4094	0
1251	4093	1252	4093	1256	4093	1269	4093	0
1250	4092	1252	4092	1256	4092	1269	4092	0
1251	4091	1253	4091	1257	4091	1270	4091	0
1251	4090	1253	4090	1257	4090	1270	4090	0
1250	4089	1251	4089	1255	4089	1268	4089	0
1251	4088	1253	4088	1256	4088	1269	4088	0
1250	4087	1252	4087	1256	4087	1269	4087	0
1251	4086	1251	4086	1255	4086	1268	4086	0
1252	4085	1253	4085	1257	4085	1270	4085	0
1251	4084	1253	4084	1256	4084	1270	4084	0
1250	4083	1251	4083	1255	4083	1268	4083	0
1251	4082	1253	4082	1256	4082	1269	4082	0
1250	4081	1251	4081	1255	4081	1268	4081	0
1252	4080	1253	4080	1256	4080	1269	4080	0
1250	4079	1251	4079	1255	4079	1268	4079	0
1251	4078	1253	4078	1257	4078	1270	4078	0
1251	4077	1253	4077	1256	4077	1270	4077	0
1251	4076	1252	4076	1256	4076	1269	4076	0
1251	4075	1253	4075	1257	4075	1270	4075	0
1251	4074	1253	4074	1256	4074	1269	4074	0
1251	4073	1252	4073	1255	4073	1269	4073	0
1251	4072	1253	4072	1256	4072	1270	4072	0
1250	4071	1251	4071	1255	4071	1268	4071	0
1251	4070	1253	4070	1256	4070	1269	4070	0
1250	4069	1252	4069	1255	4069	1269	4069	0
1251	4068	1252	4068	1256	4068	1269	4068	0
1251	4067	1253	4067	1257	4067	1270	4067	0
1251	4066	1252	4066	1256	4066	1268	4066	0
1252	4065	1253	4065	1257	4065	1270	4065	0
1250	4064	1251	4064	1255	4064	1268	4064	0
1249	4063	1251	4063	1255	4063	1268	4063	0
1252	4062	1253	4062	1257	4062	1270	4062	0
1251	4061	1253	4061	1257	4061	1270	4061	0
1250	4060	1252	4060	1256	4060	1269	4060	0
1252	4059	1254	4059	1258	4059	1271	4059	0
1252	4058	1253	4058	1257	4058	1270	4058	0
1252	4057	1254	4057	1257	4057	1270	4057	0
1253	4056	1254	4056	1258	4056	1271	4056	0
1252	4055	1253	4055	1256	4055	1269	4055	0
1250	4054	1252	4054	1255	4054	1269	4054	0
1251	4053	1252	4053	1256	4053	1268	4053	0
1252	4052	1253	4052	1257	4052	1271	4052	0
1252	4051	1253	4051	1257	4051	1270	4051	0
1251	4050	1252	4050	1256	4050	1269	4050	0
1252	4049	1253	4049	1257	4049	1271	4049	0
1251	4048	1253	4048	1257	4048	1270	4048	0
1252	4047	1253	4047	1257	4047	1271	4047	0
1251	4046	1252	4046	1256	4046	1269	4046	0
1252	4045	1253	4045	1257	4045	1270	4045	0
1252	4044	1253	4044	1257	4044	1270	4044	0
1252	4043	1253	4043	1257	4043	1270	4043	0
1252	4042	1253	4042	1257	4042	1270	4042	0
1251	4041	1253	4041	1257	4041	1269	4041	0
1252	4040	1254	4040	1258	4040	1270	4040	0
1252	4039	1254	4039	1258	4039	1270	4039	0
1251	4038	1253	4038	1257	4038	1270	4038	0
1252	4037	1254	4037	1257	4037	1271	4037	0
1252	4036	1254	4036	1258	4036	1271	4036	0
1252	4035	1254	4035	1257	4035	1270	4035	0
1252	4034	1253	4034	1257	4034	1270	4034	0
1251	4033	1253	4033	1257	4033	1270	4033	0
1253	4032	1255	4032	1258	4032	1271	4032	0
1251	4031	1253	4031	1257	4031	1269	4031	0
1252	4030	1253	4030	1257	4030	1269	4030	0
1251	4029	1253	4029	1256	4029	1269	4029	0
1251	4028	1252	4028	1255	4028	1269	4028	0
1252	4027	1253	4027	1258	4027	1270	4027	0
1251	4026	1253	4026	1257	4026	1270	4026	0
1252	4025	1254	4025	1257	4025	1270	4025	0
1251	4024	1253	4024	1257	4024	1269	4024	0
1250	4023	1252	4023	1256	4023	1269	4023	0
1252	4022	1253	4022	1256	4022	1270	4022	0
1252	4021	1252	4021	1256	4021	1269	4021	0
1252	4020	1253	4020	1257	4020	1270	4020	0
1252	4019	1254	4019	1257	4019	1270	4019	0
1252	4018	1253	4018	1257	4018	1270	4018	0
1251	4017	1252	4017	1256	4017	1269	4017	0
1252	4016	1253	4016	1257	4016	1270	4016	0
1251	4015	1253	4015	1256	4015	1270	4015	0
1251	4014	1253	4014	1256	4014	1269	4014	0
1252	4013	1253	4013	1257	4013	1270	4013	0
1251	4012	1253	4012	1256	4012	1269	4012	0
1252	4011	1254	4011	1257	4011	1270	4011	0
1251	4010	1253	4010	1256	4010	1269	4010	0
1252	4009	1254	4009	1257	4009	1270	4009	0
1251	4008	1253	4008	1257	4008	1270	4008	0
1251	4007	1252	4007	1256	4007	1269	4007	0
1252	4006	1254	4006	1257	4006	1270	4006	0
1252	4005	1253	4005	1257	4005	1269	4005	0
1254	4004	1256	4004	1259	4004	1272	4004	0
1252	4003	1254	4003	1257	4003	1270	4003	0
1254	4002	1255	4002	1259	4002	1272	4002	0
1252	4001	1254	4001	1258	4001	1270	4001	0
1252	4000	1254	4000	1258	4000	1271	4000	0
1252	3999	1254	3999	1257	3999	1270	3999	0
1252	3998	1254	3998	1258	3998	1270	3998	0
1253	3997	1254	3997	1258	3997	1271	3997	0
1253	3996	1253	3996	1257	3996	1270	3996	0
1252	3995	1254	3995	1258	3995	1270	3995	0
1252	3994	1253	3994	1257	3994	1269	3994	0
1252	3993	1254	3993	1258	3993	1270	3993	0
1251	3992	1252	3992	1256	3992	1269	3992	0
1252	3991	1253	3991	1257	3991	1270	3991	0
1252	3990	1254	3990	1257	3990	1270	3990	0
1252	3989	1254	3989	1258	3989	1271	3989	0
